x,y,u1,u2,p
0.03,0.9,-0.0457891,0.163019,-2.28213
0.03,0.91,-0.040872,0.150526,-2.25956
0.03,0.92,-0.022315,0.13948,-2.237
0.03,0.93,0.0098818,0.129882,-2.21443
0.03,0.94,0.0313273,0.111327,-2.46865
0.03,0.95,0.0927727,0.0927725,-2.72286
0.03,0.96,0.194218,0.074218,-2.97707
0.03,0.97,0.335664,0.0556635,-3.23128
0.03,0.98,0.517109,0.037109,-3.4855
0.03,0.99,0.738555,0.0185545,-3.73971
0.03,1,1,-2.05996e-17,-3.99392
0.04,0,9.5985e-20,-2.00291e-19,-0.0389219
0.04,0.01,9.45004e-05,-0.000184654,-0.0380514
0.04,0.02,0.000156675,-0.000276778,-0.0371809
0.04,0.03,0.000186524,-0.000276369,-0.0363104
0.04,0.04,0.000184048,-0.000183429,-0.0354398
0.04,0.05,3.76104e-05,8.72352e-05,-0.0345488
0.04,0.06,-0.000108827,0.0003579,-0.0336578
0.04,0.07,-0.000255264,0.000628564,-0.0327668
0.04,0.08,-0.000401702,0.000899228,-0.0318758
0.04,0.09,-0.000548139,0.00116989,-0.0309848
0.04,0.1,-0.000694577,0.00144056,-0.0300938
0.04,0.11,-0.000802761,0.00169663,-0.0296084
0.04,0.12,-0.000901411,0.0020459,-0.0291231
0.04,0.13,-0.000990526,0.00248835,-0.0286378
0.04,0.14,-0.00107011,0.00302398,-0.0281524
0.04,0.15,-0.00119315,0.00374231,-0.0267533
0.04,0.16,-0.00131619,0.00446064,-0.0253541
0.04,0.17,-0.00143924,0.00517896,-0.0239549
0.04,0.18,-0.00156228,0.00589729,-0.0225558
0.04,0.19,-0.00168532,0.00661562,-0.0211566
0.04,0.2,-0.00180836,0.00733395,-0.0197574
0.04,0.21,-0.00187758,0.00815082,-0.0204348
0.04,0.22,-0.00194789,0.00905676,-0.0211121
0.04,0.23,-0.00201931,0.0100518,-0.0217894
0.04,0.24,-0.00209181,0.0111358,-0.0224668
0.04,0.25,-0.00221642,0.0123142,-0.022142
0.04,0.26,-0.00234102,0.0134925,-0.0218173
0.04,0.27,-0.00246563,0.0146709,-0.0214925
0.04,0.28,-0.00259023,0.0158492,-0.0211678
0.04,0.29,-0.00271484,0.0170276,-0.020843
0.04,0.3,-0.00283944,0.0182059,-0.0205183
0.04,0.31,-0.00291404,0.0195125,-0.0229979
0.04,0.32,-0.00299538,0.0209216,-0.0254776
0.04,0.33,-0.00308344,0.0224334,-0.0279572
0.04,0.34,-0.00317824,0.0240477,-0.0304369
0.04,0.35,-0.00333266,0.0257501,-0.0318684
0.04,0.36,-0.00348707,0.0274526,-0.0333
0.04,0.37,-0.00364148,0.029155,-0.0347316
0.04,0.38,-0.0037959,0.0308575,-0.0361631
0.04,0.39,-0.00395031,0.0325599,-0.0375947
0.04,0.4,-0.00410473,0.0342624,-0.0390263
0.04,0.41,-0.00418904,0.0361609,-0.0444537
0.04,0.42,-0.00427566,0.038172,-0.0498811
0.04,0.43,-0.0043646,0.0402957,-0.0553086
0.04,0.44,-0.00445584,0.042532,-0.060736
0.04,0.45,-0.0046452,0.0449008,-0.0645979
0.04,0.46,-0.00483456,0.0472696,-0.0684599
0.04,0.47,-0.00502392,0.0496384,-0.0723218
0.04,0.48,-0.00521328,0.0520072,-0.0761837
0.04,0.49,-0.00540264,0.054376,-0.0800457
0.04,0.5,-0.00559201,0.0567448,-0.0839076
0.04,0.51,-0.00586436,0.0596101,-0.0942269
0.04,0.52,-0.00611671,0.0625483,-0.104546
